fecha,jornada,local,visitante,goles_local,goles_visitante,liga,entrenador_local,pais_entrenador_local,entrenador_visitante,pais_entrenador_visitante
15-05-2022,20,Deportes Tolima,Envigado FC,1.0,1.0,betplay_dimayor,Hernán Torres,Colombia,Alberto Suárez,Colombia
15-05-2022,20,Patriotas FC,Deportivo Cali,3.0,0.0,betplay_dimayor,Arturo Boyacá,Colombia,Rafael Dudamel,Venezuela
16-05-2022,20,América de Cali,Unión Magdalena,1.0,0.0,betplay_dimayor,Alexandre Guimarães,Costa Rica,Claudio Rodríguez,Argentina
06-05-2022,19,Unión Magdalena,La Equidad,1.0,1.0,betplay_dimayor,Claudio Rodríguez,Argentina,Alexis García,Colombia
07-05-2022,19,Atlético Nacional,Deportivo Pereira,1.0,1.0,betplay_dimayor,Hernán Herrera,Colombia,Alexis Márquez,Colombia
07-05-2022,19,Atlético Bucaramanga,Patriotas FC,1.0,1.0,betplay_dimayor,Armando Osma,Colombia,Arturo Boyacá,Colombia
07-05-2022,19,Deportivo Cali,Santa Fe,1.0,1.0,betplay_dimayor,Rafael Dudamel,Venezuela,Agustín Julio,Colombia
08-05-2022,19,Jaguares de Córdoba,Independiente Medellín,3.0,0.0,betplay_dimayor,César Torres,Colombia,Julio Comesaña,Uruguay
08-05-2022,19,Deportivo Pasto,América de Cali,3.0,1.0,betplay_dimayor,Flabio Torres,Colombia,Alexandre Guimarães,Costa Rica
08-05-2022,19,Cortuluá,Atlético Junior,1.0,0.0,betplay_dimayor,Fernando Velasco,Colombia,Juan Real,Argentina
08-05-2022,19,Envigado FC,Rionegro Águilas Doradas,1.0,0.0,betplay_dimayor,Alberto Suárez,Colombia,Leonel Álvarez,Colombia
09-05-2022,19,Millonarios,Deportes Tolima,0.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Hernán Torres,Colombia
09-05-2022,19,Alianza Petrolera,Once Caldas,2.0,0.0,betplay_dimayor,Hubert Bodhert,Colombia,Diego Corredor,Colombia
30-04-2022,18,Deportivo Pereira,Unión Magdalena,2.0,0.0,betplay_dimayor,Alexis Márquez,Colombia,Claudio Rodríguez,Argentina
30-04-2022,18,La Equidad,Atlético Bucaramanga,1.0,1.0,betplay_dimayor,Alexis García,Colombia,Armando Osma,Colombia
30-04-2022,18,Independiente Medellín,Atlético Nacional,0.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Hernán Herrera,Colombia
01-05-2022,18,Santa Fe,Jaguares de Córdoba,4.0,0.0,betplay_dimayor,Agustín Julio,Colombia,César Torres,Colombia
01-05-2022,18,Deportes Tolima,Cortuluá,3.0,2.0,betplay_dimayor,Hernán Torres,Colombia,Manuel Suárez,Chile
01-05-2022,18,Once Caldas,Deportivo Cali,0.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Rafael Dudamel,Venezuela
01-05-2022,18,Patriotas FC,Millonarios,1.0,2.0,betplay_dimayor,Arturo Boyacá,Colombia,Alberto Gamero,Colombia
02-05-2022,18,Atlético Junior,Envigado FC,4.0,0.0,betplay_dimayor,Juan Real,Argentina,Alberto Suárez,Colombia
03-05-2022,18,Rionegro Águilas Doradas,Deportivo Pasto,1.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Flabio Torres,Colombia
03-05-2022,18,América de Cali,Alianza Petrolera,0.0,1.0,betplay_dimayor,Alexandre Guimarães,Costa Rica,Hubert Bodhert,Colombia
23-04-2022,17,Atlético Bucaramanga,Independiente Medellín,2.0,3.0,betplay_dimayor,Armando Osma,Colombia,Julio Comesaña,Uruguay
24-04-2022,17,Atlético Nacional,Once Caldas,0.0,0.0,betplay_dimayor,Hernán Herrera,Colombia,Diego Corredor,Colombia
24-04-2022,17,Unión Magdalena,Atlético Junior,0.0,3.0,betplay_dimayor,Claudio Rodríguez,Argentina,Juan Real,Argentina
24-04-2022,17,Envigado FC,Deportivo Pereira,2.0,1.0,betplay_dimayor,Alberto Suárez,Colombia,Alexis Márquez,Colombia
24-04-2022,17,Deportivo Cali,Rionegro Águilas Doradas,0.0,1.0,betplay_dimayor,Rafael Dudamel,Venezuela,Leonel Álvarez,Colombia
24-04-2022,17,Jaguares de Córdoba,América de Cali,1.0,1.0,betplay_dimayor,César Torres,Colombia,Alexandre Guimarães,Costa Rica
25-04-2022,17,Millonarios,Santa Fe,2.0,1.0,betplay_dimayor,Alberto Gamero,Colombia,Martín Cardetti,Argentina
25-04-2022,17,Alianza Petrolera,Deportes Tolima,0.0,2.0,betplay_dimayor,Hubert Bodhert,Colombia,Hernán Torres,Colombia
25-04-2022,17,Cortuluá,La Equidad,0.0,2.0,betplay_dimayor,Manuel Suárez,Chile,Alexis García,Colombia
27-04-2022,17,Deportivo Pasto,Patriotas FC,0.0,0.0,betplay_dimayor,Flabio Torres,Colombia,Arturo Boyacá,Colombia
16-04-2022,16,Santa Fe,Alianza Petrolera,0.0,1.0,betplay_dimayor,Martín Cardetti,Argentina,Hubert Bodhert,Colombia
16-04-2022,16,Once Caldas,Cortuluá,1.0,0.0,betplay_dimayor,Diego Corredor,Colombia,Manuel Suárez,Chile
16-04-2022,16,Deportes Tolima,Deportivo Pasto,0.0,1.0,betplay_dimayor,Hernán Torres,Colombia,Flabio Torres,Colombia
17-04-2022,16,La Equidad,Jaguares de Córdoba,1.0,0.0,betplay_dimayor,Alexis García,Colombia,César Torres,Colombia
17-04-2022,16,Atlético Junior,Atlético Bucaramanga,2.0,0.0,betplay_dimayor,Juan Real,Argentina,Armando Osma,Colombia
17-04-2022,16,Rionegro Águilas Doradas,Atlético Nacional,1.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Hernán Herrera,Colombia
17-04-2022,16,Deportivo Pereira,Millonarios,1.0,0.0,betplay_dimayor,Alexis Márquez,Colombia,Alberto Gamero,Colombia
18-04-2022,16,América de Cali,Deportivo Cali,1.0,1.0,betplay_dimayor,Alexandre Guimarães,Costa Rica,Rafael Dudamel,Venezuela
18-04-2022,16,Independiente Medellín,Unión Magdalena,0.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Claudio Rodríguez,Argentina
19-04-2022,16,Patriotas FC,Envigado FC,0.0,0.0,betplay_dimayor,Arturo Boyacá,Colombia,Alberto Suárez,Colombia
09-04-2022,15,Millonarios,La Equidad,2.0,1.0,betplay_dimayor,Alberto Gamero,Colombia,Alexis García,Colombia
09-04-2022,15,Deportes Tolima,Rionegro Águilas Doradas,3.0,0.0,betplay_dimayor,Hernán Torres,Colombia,Leonel Álvarez,Colombia
10-04-2022,15,Unión Magdalena,Patriotas FC,0.0,1.0,betplay_dimayor,Carlos Silva,Colombia,Arturo Boyacá,Colombia
10-04-2022,15,Deportivo Cali,Atlético Junior,1.0,1.0,betplay_dimayor,Rafael Dudamel,Venezuela,Juan Real,Argentina
10-04-2022,15,Envigado FC,Santa Fe,1.0,0.0,betplay_dimayor,Alberto Suárez,Colombia,Martín Cardetti,Argentina
11-04-2022,15,Atlético Nacional,América de Cali,2.0,0.0,betplay_dimayor,Hernán Herrera,Colombia,Alexandre Guimarães,Costa Rica
11-04-2022,15,Alianza Petrolera,Independiente Medellín,1.0,1.0,betplay_dimayor,Hubert Bodhert,Colombia,Julio Comesaña,Uruguay
12-04-2022,15,Jaguares de Córdoba,Once Caldas,2.0,1.0,betplay_dimayor,César Torres,Colombia,Diego Corredor,Colombia
12-04-2022,15,Deportivo Pasto,Deportivo Pereira,2.0,2.0,betplay_dimayor,Flabio Torres,Colombia,Alexis Márquez,Colombia
13-04-2022,15,Atlético Bucaramanga,Cortuluá,3.0,2.0,betplay_dimayor,Armando Osma,Colombia,Manuel Suárez,Chile
02-04-2022,14,La Equidad,Deportivo Cali,0.0,0.0,betplay_dimayor,Alexis García,Colombia,Rafael Dudamel,Venezuela
02-04-2022,14,Independiente Medellín,Envigado FC,2.0,1.0,betplay_dimayor,Julio Comesaña,Uruguay,Alberto Suárez,Colombia
02-04-2022,14,Deportivo Pereira,Deportes Tolima,0.0,2.0,betplay_dimayor,Alexis Márquez,Colombia,Hernán Torres,Colombia
03-04-2022,14,Patriotas FC,Atlético Nacional,0.0,2.0,betplay_dimayor,Arturo Boyacá,Colombia,Hernán Herrera,Colombia
03-04-2022,14,Atlético Junior,Alianza Petrolera,3.0,1.0,betplay_dimayor,Juan Real,Argentina,Hubert Bodhert,Colombia
03-04-2022,14,Rionegro Águilas Doradas,Jaguares de Córdoba,1.0,1.0,betplay_dimayor,Leonel Álvarez,Colombia,César Torres,Colombia
04-04-2022,14,América de Cali,Millonarios,3.0,2.0,betplay_dimayor,Juan Carlos Osorio,Colombia,Alberto Gamero,Colombia
04-04-2022,14,Santa Fe,Unión Magdalena,1.0,0.0,betplay_dimayor,Martín Cardetti,Argentina,Carlos Silva,Colombia
04-04-2022,14,Cortuluá,Deportivo Pasto,0.0,1.0,betplay_dimayor,Manuel Suárez,Chile,Flabio Torres,Colombia
05-04-2022,14,Once Caldas,Atlético Bucaramanga,0.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Armando Osma,Colombia
26-03-2022,13,Atlético Bucaramanga,Jaguares de Córdoba,1.0,0.0,betplay_dimayor,Armando Osma,Colombia,César Torres,Colombia
26-03-2022,13,Envigado FC,Once Caldas,1.0,1.0,betplay_dimayor,Alberto Suárez,Colombia,Diego Corredor,Colombia
27-03-2022,13,Unión Magdalena,Rionegro Águilas Doradas,2.0,1.0,betplay_dimayor,Carlos Silva,Colombia,Leonel Álvarez,Colombia
27-03-2022,13,Deportivo Pereira,Independiente Medellín,1.0,1.0,betplay_dimayor,Alexis Márquez,Colombia,Julio Comesaña,Uruguay
27-03-2022,13,Deportivo Cali,Cortuluá,2.0,1.0,betplay_dimayor,Rafael Dudamel,Venezuela,Manuel Suárez,Chile
28-03-2022,13,Alianza Petrolera,Patriotas FC,2.0,1.0,betplay_dimayor,Hubert Bodhert,Colombia,Arturo Boyacá,Colombia
28-03-2022,13,Deportes Tolima,América de Cali,1.0,0.0,betplay_dimayor,Hernán Torres,Colombia,Juan Carlos Osorio,Colombia
29-03-2022,13,Deportivo Pasto,La Equidad,1.0,1.0,betplay_dimayor,Flabio Torres,Colombia,Alexis García,Colombia
29-03-2022,13,Atlético Nacional,Santa Fe,2.0,1.0,betplay_dimayor,Hernán Herrera,Colombia,Martín Cardetti,Argentina
31-03-2022,13,Millonarios,Atlético Junior,1.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Juan Real,Argentina
21-03-2022,12,Jaguares de Córdoba,Unión Magdalena,2.0,0.0,betplay_dimayor,César Torres,Colombia,Carlos Silva,Colombia
22-03-2022,12,Deportivo Cali,Atlético Nacional,3.0,3.0,betplay_dimayor,Rafael Dudamel,Venezuela,Hernán Herrera,Colombia
22-03-2022,12,Santa Fe,Atlético Bucaramanga,3.0,1.0,betplay_dimayor,Martín Cardetti,Argentina,Armando Osma,Colombia
23-03-2022,12,Once Caldas,Deportes Tolima,2.0,2.0,betplay_dimayor,Diego Corredor,Colombia,Hernán Torres,Colombia
23-03-2022,12,Patriotas FC,América de Cali,2.0,1.0,betplay_dimayor,Arturo Boyacá,Colombia,Juan Carlos Osorio,Colombia
23-03-2022,12,Cortuluá,Envigado FC,1.0,1.0,betplay_dimayor,Manuel Suárez,Chile,Alberto Suárez,Colombia
23-03-2022,12,La Equidad,Alianza Petrolera,2.0,1.0,betplay_dimayor,Alexis García,Colombia,Hubert Bodhert,Colombia
24-03-2022,12,Rionegro Águilas Doradas,Deportivo Pereira,1.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Alexis Márquez,Colombia
24-03-2022,12,Independiente Medellín,Millonarios,1.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Alberto Gamero,Colombia
25-03-2022,12,Atlético Junior,Deportivo Pasto,1.0,1.0,betplay_dimayor,Juan Real,Argentina,Flabio Torres,Colombia
16-03-2022,11,Deportes Tolima,Patriotas FC,1.0,2.0,betplay_dimayor,Hernán Torres,Colombia,Arturo Boyacá,Colombia
17-03-2022,11,Atlético Bucaramanga,Deportivo Cali,1.0,0.0,betplay_dimayor,Armando Osma,Colombia,Rafael Dudamel,Venezuela
17-03-2022,11,Deportivo Pasto,Santa Fe,2.0,4.0,betplay_dimayor,Flabio Torres,Colombia,Martín Cardetti,Argentina
18-03-2022,11,Atlético Nacional,Jaguares de Córdoba,3.0,1.0,betplay_dimayor,Hernán Herrera,Colombia,César Torres,Colombia
18-03-2022,11,Unión Magdalena,Cortuluá,0.0,2.0,betplay_dimayor,Carlos Silva,Colombia,Manuel Suárez,Chile
19-03-2022,11,Millonarios,Once Caldas,1.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Diego Corredor,Colombia
19-03-2022,11,Alianza Petrolera,Rionegro Águilas Doradas,2.0,1.0,betplay_dimayor,Hubert Bodhert,Colombia,Leonel Álvarez,Colombia
20-03-2022,11,América de Cali,Independiente Medellín,1.0,3.0,betplay_dimayor,Juan Carlos Osorio,Colombia,Julio Comesaña,Uruguay
20-03-2022,11,Envigado FC,La Equidad,1.0,1.0,betplay_dimayor,Alberto Suárez,Colombia,Alexis García,Colombia
21-03-2022,11,Deportivo Pereira,Atlético Junior,1.0,0.0,betplay_dimayor,Alexis Márquez,Colombia,Juan Real,Argentina
05-03-2022,10,Once Caldas,Deportivo Pereira,0.0,0.0,betplay_dimayor,Diego Corredor,Colombia,Alexis Márquez,Colombia
05-03-2022,10,Atlético Junior,Unión Magdalena,3.0,1.0,betplay_dimayor,Juan Real,Argentina,Carlos Silva,Colombia
06-03-2022,10,Deportivo Cali,América de Cali,0.0,1.0,betplay_dimayor,Rafael Dudamel,Venezuela,Juan Carlos Osorio,Colombia
06-03-2022,10,La Equidad,Patriotas FC,1.0,1.0,betplay_dimayor,Alexis García,Colombia,Arturo Boyacá,Colombia
06-03-2022,10,Alianza Petrolera,Atlético Bucaramanga,2.0,2.0,betplay_dimayor,Hubert Bodhert,Colombia,Armando Osma,Colombia
07-03-2022,10,Santa Fe,Millonarios,0.0,3.0,betplay_dimayor,Martín Cardetti,Argentina,Alberto Gamero,Colombia
07-03-2022,10,Atlético Nacional,Independiente Medellín,2.0,0.0,betplay_dimayor,Hernán Herrera,Colombia,Julio Comesaña,Uruguay
08-03-2022,10,Cortuluá,Deportes Tolima,1.0,3.0,betplay_dimayor,Manuel Suárez,Chile,Hernán Torres,Colombia
08-03-2022,10,Rionegro Águilas Doradas,Envigado FC,1.0,2.0,betplay_dimayor,Leonel Álvarez,Colombia,Alberto Suárez,Colombia
09-03-2022,10,Jaguares de Córdoba,Deportivo Pasto,1.0,0.0,betplay_dimayor,César Torres,Colombia,Flabio Torres,Colombia
26-02-2022,9,Envigado FC,Jaguares de Córdoba,3.0,1.0,betplay_dimayor,Alberto Suárez,Colombia,César Torres,Colombia
26-02-2022,9,Deportivo Pereira,La Equidad,2.0,3.0,betplay_dimayor,Alexis Márquez,Colombia,Alexis García,Colombia
27-02-2022,9,Deportes Tolima,Atlético Junior,0.0,2.0,betplay_dimayor,Hernán Torres,Colombia,Juan Real,Argentina
27-02-2022,9,Millonarios,Cortuluá,1.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Manuel Suárez,Chile
27-02-2022,9,Unión Magdalena,Deportivo Cali,0.0,2.0,betplay_dimayor,Carlos Silva,Colombia,Rafael Dudamel,Venezuela
28-02-2022,9,Atlético Bucaramanga,Atlético Nacional,3.0,1.0,betplay_dimayor,Armando Osma,Colombia,Alejandro Restrepo,Colombia
28-02-2022,9,América de Cali,Once Caldas,2.0,0.0,betplay_dimayor,Juan Carlos Osorio,Colombia,Diego Corredor,Colombia
01-03-2022,9,Patriotas FC,Santa Fe,1.0,1.0,betplay_dimayor,Arturo Boyacá,Colombia,Martín Cardetti,Argentina
01-03-2022,9,Deportivo Pasto,Alianza Petrolera,1.0,1.0,betplay_dimayor,Flabio Torres,Colombia,Hubert Bodhert,Colombia
02-03-2022,9,Independiente Medellín,Rionegro Águilas Doradas,4.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Leonel Álvarez,Colombia
19-02-2022,8,Santa Fe,Independiente Medellín,1.0,0.0,betplay_dimayor,Martín Cardetti,Argentina,Julio Comesaña,Uruguay
20-02-2022,8,Jaguares de Córdoba,Millonarios,1.0,2.0,betplay_dimayor,César Torres,Colombia,Alberto Gamero,Colombia
20-02-2022,8,Atlético Nacional,Unión Magdalena,1.0,0.0,betplay_dimayor,Alejandro Restrepo,Colombia,Carlos Silva,Colombia
20-02-2022,8,Cortuluá,Deportivo Pereira,2.0,1.0,betplay_dimayor,Manuel Suárez,Chile,Alexis Márquez,Colombia
20-02-2022,8,Deportivo Cali,Alianza Petrolera,1.0,1.0,betplay_dimayor,Rafael Dudamel,Venezuela,Hubert Bodhert,Colombia
21-02-2022,8,Atlético Junior,América de Cali,1.0,0.0,betplay_dimayor,Juan Real,Argentina,Juan Carlos Osorio,Colombia
21-02-2022,8,La Equidad,Deportes Tolima,0.0,0.0,betplay_dimayor,Alexis García,Colombia,Hernán Torres,Colombia
22-02-2022,8,Atlético Bucaramanga,Envigado FC,1.0,2.0,betplay_dimayor,Néstor Craviotto,Argentina,Alberto Suárez,Colombia
22-02-2022,8,Rionegro Águilas Doradas,Patriotas FC,1.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Arturo Boyacá,Colombia
23-02-2022,8,Once Caldas,Deportivo Pasto,3.0,0.0,betplay_dimayor,Diego Corredor,Colombia,Flabio Torres,Colombia
16-02-2022,7,Unión Magdalena,Atlético Bucaramanga,0.0,3.0,betplay_dimayor,Carlos Silva,Colombia,Néstor Craviotto,Argentina
16-02-2022,7,Envigado FC,Atlético Nacional,1.0,2.0,betplay_dimayor,Alberto Suárez,Colombia,Alejandro Restrepo,Colombia
16-02-2022,7,Deportivo Pereira,Jaguares de Córdoba,2.0,1.0,betplay_dimayor,Alexis Márquez,Colombia,César Torres,Colombia
16-02-2022,7,Deportes Tolima,Santa Fe,3.0,0.0,betplay_dimayor,Hernán Torres,Colombia,Martín Cardetti,Argentina
17-02-2022,7,Millonarios,Rionegro Águilas Doradas,2.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Leonel Álvarez,Colombia
17-02-2022,7,Independiente Medellín,Atlético Junior,2.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Juan Real,Argentina
17-02-2022,7,Patriotas FC,Once Caldas,0.0,0.0,betplay_dimayor,Arturo Boyacá,Colombia,Diego Corredor,Colombia
17-02-2022,7,Alianza Petrolera,Cortuluá,0.0,0.0,betplay_dimayor,Hubert Bodhert,Colombia,Manuel Suárez,Chile
18-02-2022,7,Deportivo Pasto,Deportivo Cali,2.0,0.0,betplay_dimayor,Flabio Torres,Colombia,Rafael Dudamel,Venezuela
18-02-2022,7,América de Cali,La Equidad,1.0,1.0,betplay_dimayor,Juan Carlos Osorio,Colombia,Alexis García,Colombia
11-02-2022,6,Unión Magdalena,Envigado FC,2.0,1.0,betplay_dimayor,Carlos Silva,Colombia,Alberto Suárez,Colombia
12-02-2022,6,Atlético Bucaramanga,Deportivo Pasto,0.0,1.0,betplay_dimayor,Néstor Craviotto,Argentina,Flabio Torres,Colombia
12-02-2022,6,Atlético Nacional,Alianza Petrolera,0.0,0.0,betplay_dimayor,Alejandro Restrepo,Colombia,Hubert Bodhert,Colombia
12-02-2022,6,Cortuluá,Patriotas FC,1.0,0.0,betplay_dimayor,Manuel Suárez,Chile,Arturo Boyacá,Colombia
12-02-2022,6,La Equidad,Independiente Medellín,2.0,0.0,betplay_dimayor,Alexis García,Colombia,Julio Comesaña,Uruguay
13-02-2022,6,Once Caldas,Atlético Junior,1.0,0.0,betplay_dimayor,Diego Corredor,Colombia,Juan Real,Argentina
13-02-2022,6,Rionegro Águilas Doradas,América de Cali,2.0,0.0,betplay_dimayor,Leonel Álvarez,Colombia,Juan Carlos Osorio,Colombia
13-02-2022,6,Santa Fe,Deportivo Pereira,1.0,2.0,betplay_dimayor,Martín Cardetti,Argentina,Alexis Márquez,Colombia
14-02-2022,6,Deportivo Cali,Millonarios,0.0,2.0,betplay_dimayor,Rafael Dudamel,Venezuela,Alberto Gamero,Colombia
14-02-2022,6,Jaguares de Córdoba,Deportes Tolima,0.0,2.0,betplay_dimayor,César Torres,Colombia,Hernán Torres,Colombia
05-02-2022,5,Envigado FC,Deportivo Cali,1.0,0.0,betplay_dimayor,Alberto Suárez,Colombia,Rafael Dudamel,Venezuela
06-02-2022,5,Patriotas FC,La Equidad,0.0,1.0,betplay_dimayor,Juan David Niño,Colombia,Alexis García,Colombia
06-02-2022,5,Deportes Tolima,Atlético Bucaramanga,2.0,1.0,betplay_dimayor,Hernán Torres,Colombia,Néstor Craviotto,Argentina
07-02-2022,5,Millonarios,Unión Magdalena,1.0,0.0,betplay_dimayor,Alberto Gamero,Colombia,Carlos Silva,Colombia
07-02-2022,5,Deportivo Pasto,Atlético Nacional,0.0,1.0,betplay_dimayor,Flabio Torres,Colombia,Alejandro Restrepo,Colombia
07-02-2022,5,Alianza Petrolera,Jaguares de Córdoba,2.0,0.0,betplay_dimayor,Hubert Bodhert,Colombia,César Torres,Colombia
08-02-2022,5,Atlético Junior,Rionegro Águilas Doradas,2.0,1.0,betplay_dimayor,Juan Real,Argentina,Leonel Álvarez,Colombia
08-02-2022,5,América de Cali,Santa Fe,2.0,2.0,betplay_dimayor,Juan Carlos Osorio,Colombia,Martín Cardetti,Argentina
09-02-2022,5,Independiente Medellín,Cortuluá,3.0,1.0,betplay_dimayor,Julio Comesaña,Uruguay,Manuel Suárez,Chile
10-03-2022,5,Deportivo Pereira,Once Caldas,0.0,1.0,betplay_dimayor,Alexis Márquez,Colombia,Diego Corredor,Colombia
02-02-2022,4,Atlético Bucaramanga,Alianza Petrolera,2.0,1.0,betplay_dimayor,Néstor Craviotto,Argentina,Hubert Bodhert,Colombia
02-02-2022,4,Envigado FC,Millonarios,0.0,0.0,betplay_dimayor,Alberto Suárez,Colombia,Alberto Gamero,Colombia
03-02-2022,4,Deportivo Cali,Deportivo Pereira,1.0,0.0,betplay_dimayor,Rafael Dudamel,Venezuela,Alexis Márquez,Colombia
03-02-2022,4,Santa Fe,Atlético Junior,2.0,1.0,betplay_dimayor,Martín Cardetti,Argentina,Juan Real,Argentina
03-02-2022,4,La Equidad,Rionegro Águilas Doradas,0.0,1.0,betplay_dimayor,Alexis García,Colombia,Leonel Álvarez,Colombia
03-02-2022,4,Unión Magdalena,Deportivo Pasto,0.0,0.0,betplay_dimayor,Carlos Silva,Colombia,Flabio Torres,Colombia
04-02-2022,4,Jaguares de Córdoba,Patriotas FC,3.0,1.0,betplay_dimayor,César Torres,Colombia,Juan David Niño,Colombia
04-02-2022,4,Atlético Nacional,Deportes Tolima,0.0,1.0,betplay_dimayor,Alejandro Restrepo,Colombia,Hernán Torres,Colombia
04-02-2022,4,Cortuluá,América de Cali,2.0,0.0,betplay_dimayor,Manuel Suárez,Chile,Juan Carlos Osorio,Colombia
05-02-2022,4,Once Caldas,Independiente Medellín,2.0,1.0,betplay_dimayor,Diego Corredor,Colombia,Julio Comesaña,Uruguay
29-01-2022,3,Cortuluá,Santa Fe,1.0,1.0,betplay_dimayor,Manuel Suárez,Chile,Martín Cardetti,Argentina
29-01-2022,3,Rionegro Águilas Doradas,Once Caldas,1.0,1.0,betplay_dimayor,Leonel Álvarez,Colombia,Diego Corredor,Colombia
30-01-2022,3,Atlético Junior,La Equidad,1.0,0.0,betplay_dimayor,Juan Real,Argentina,Alexis García,Colombia
30-01-2022,3,Millonarios,Atlético Nacional,0.0,2.0,betplay_dimayor,Alberto Gamero,Colombia,Alejandro Restrepo,Colombia
30-01-2022,3,Patriotas FC,Deportivo Pereira,2.0,3.0,betplay_dimayor,Juan David Niño,Colombia,Alexis Márquez,Colombia
30-01-2022,3,Independiente Medellín,Deportivo Cali,2.0,0.0,betplay_dimayor,Julio Comesaña,Uruguay,Rafael Dudamel,Venezuela
31-01-2022,3,América de Cali,Atlético Bucaramanga,3.0,0.0,betplay_dimayor,Juan Carlos Osorio,Colombia,Néstor Craviotto,Argentina
31-01-2022,3,Alianza Petrolera,Envigado FC,2.0,2.0,betplay_dimayor,Hubert Bodhert,Colombia,Alberto Suárez,Colombia
01-02-2022,3,Deportivo Pasto,Jaguares de Córdoba,1.0,1.0,betplay_dimayor,Flabio Torres,Colombia,César Torres,Colombia
01-02-2022,3,Deportes Tolima,Unión Magdalena,2.0,1.0,betplay_dimayor,Hernán Torres,Colombia,Carlos Silva,Colombia
25-01-2022,2,Envigado FC,Deportivo Pasto,1.0,0.0,betplay_dimayor,Alberto Suárez,Colombia,Flabio Torres,Colombia
26-01-2022,2,Santa Fe,Rionegro Águilas Doradas,3.0,0.0,betplay_dimayor,Martín Cardetti,Argentina,Leonel Álvarez,Colombia
26-01-2022,2,Atlético Bucaramanga,Millonarios,0.0,0.0,betplay_dimayor,Néstor Craviotto,Argentina,Alberto Gamero,Colombia
26-01-2022,2,La Equidad,Once Caldas,1.0,2.0,betplay_dimayor,Alexis García,Colombia,Diego Corredor,Colombia
