equipo,liga,ataque,medio,defensa,promedio,año,entrenador
Juventus,Serie A,80,80,80,80,30-06-2012,Antonio Conte
Liverpool,Barclays PL,81,81,81,81,30-06-2012,Brendan Rodgers
SL Benfica,Liga Portuguesa,82,82,82,82,30-06-2012,Jorge Jesus
Paris Saint-Germain,Ligue 1,82,82,82,82,30-06-2012,Carlo Ancelotti
FC Oporto,Liga Portuguesa,81,81,81,81,30-06-2012,Vítor Pereira
Borussia Dortmund,Bundesliga,80,80,80,80,30-06-2012,Jürgen Klopp
Olympique Lyonnais,Ligue 1,82,82,82,82,30-06-2012,Rémi Garde
Valencia Club de Fútbol S.A.D.,Liga BBVA,82,82,82,82,30-06-2012,Unai Emery
Club Atlético de Madrid S.A.D.,Liga BBVA,81,81,81,81,30-06-2012,Diego Simeone
LOSC Lille Métropole,Ligue 1,80,80,80,80,30-06-2012,Rudi García
Bayer Leverkusen,Bundesliga,78,78,78,78,30-06-2012,Sascha Lewandowski
Villarreal Club de Fútbol S.A.D.,Liga BBVA,73,73,73,73,30-06-2012,Lotina
Schalke 04,Bundesliga,84,84,84,84,30-06-2012,Huub Stevens
Newcastle United,Barclays PL,81,81,81,81,30-06-2012,Alan Pardew
Udinese,Serie A,81,81,81,81,30-06-2012,Francesco Guidolin
Sevilla Fútbol Club S.A.D.,Liga BBVA,79,79,79,79,30-06-2012,Míchel
Sporting CP,Liga Portuguesa,79,79,79,79,30-06-2012,Sá Pinto
Málaga Club de Fútbol S.A.D.,Liga BBVA,77,77,77,77,30-06-2012,Manuel Pellegrini
Roma,Serie A,77,77,77,77,30-06-2012,Luis Enrique
Fulham,Barclays PL,80,80,80,80,30-06-2012,Martin Jol
ACF Fiorentina,Serie A,79,79,79,79,30-06-2012,Vincenzo Montella
Athletic Club,Liga BBVA,79,79,79,79,30-06-2012,Marcelo Bielsa
Palermo,Serie A,77,77,77,77,30-06-2012,Bortolo Mutti
VfB Stuttgart,Bundesliga,76,76,76,76,30-06-2012,Bruno Labbadia
Stoke City,Barclays PL,76,76,76,76,30-06-2012,Tony Pulis
Everton,Barclays PL,69,69,69,69,30-06-2012,David Moyes
Santos,Liga do Brasil,82,82,82,82,30-06-2012,Boebi Solomons
Corinthians,Liga do Brasil,81,81,81,81,30-06-2012,Tite
Queens Park Rangers,Barclays PL,79,79,79,79,30-06-2012,Mark Hughes
São Paulo,Liga do Brasil,78,78,78,78,30-06-2012,René Simões
Hannover 96,Bundesliga,78,78,78,78,30-06-2012,Mirko Slomka
Sunderland,Barclays PL,78,78,78,78,30-06-2012,Martin O'Neill
Werder Bremen,Bundesliga,78,78,78,78,30-06-2012,Thomas Schaaf
PSV,Eredivisie,76,76,76,76,30-06-2012,Ernest Faber
Montpellier Hérault Sport Club,Ligue 1,76,76,76,76,30-06-2012,René Girard
R.C.D. Espanyol de Barcelona S.A.D.,Liga BBVA,76,76,76,76,30-06-2012,Mauricio Pochettino
Flamengo,Liga do Brasil,79,79,79,79,30-06-2012,Joel Santana
Fluminense,Liga do Brasil,78,78,78,78,30-06-2012,Abel Braga
Atalanta,Serie A,78,78,78,78,30-06-2012,Stefano Colantuono
Parma,Serie A,77,77,77,77,30-06-2012,Roberto Donadoni
Wolverhampton W.,Barclays PL,77,77,77,77,30-06-2012,Terry Connor
Cagliari,Serie A,76,76,76,76,30-06-2012,Massimo Ficcadenti
Chievo Verona,Serie A,76,76,76,76,30-06-2012,Domenico Di Carlo
TSG 1899 Hoffenheim,Bundesliga,75,75,75,75,30-06-2012,Markus Babbel
Blackburn,Barclays PL,74,74,74,74,30-06-2012,Steve Kean
Getafe Club de Fútbol S.A.D.,Liga BBVA,73,73,73,73,30-06-2012,Luis García
Ajax,Eredivisie,72,72,72,72,30-06-2012,Frank de Boer
Bolton Wanderers,Barclays PL,72,72,72,72,30-06-2012,Owen Coyle
Botafogo,Liga do Brasil,78,78,78,78,30-06-2012,Oswaldo de Oliveira
Levante Unión Deportiva S.A.D.,Liga BBVA,77,77,77,77,30-06-2012,Juan Martínez
West Bromwich Albion,Barclays PL,76,76,76,76,30-06-2012,Roy Hodgson
Gremio,Liga do Brasil,76,76,76,76,30-06-2012,Vanderlei Luxemburgo
Toulouse FC,Ligue 1,75,75,75,75,30-06-2012,Alain Casanova
Atlético Mineiro,Liga do Brasil,75,75,75,75,30-06-2012,Cuca
Vasco da Gama,Liga do Brasil,74,74,74,74,30-06-2012,Cristovão Borges
FC Twente,Eredivisie,74,74,74,74,30-06-2012,Steve McClaren
Catania,Serie A,74,74,74,74,30-06-2012,Vincenzo Montella
Hertha BSC,Bundesliga,74,74,74,74,30-06-2012,Otto Rehhagel
Club Atlético Osasuna,Liga BBVA,74,74,74,74,30-06-2012,Diego Simeone
Real Betis Balompié S.A.D.,Liga BBVA,74,74,74,74,30-06-2012,Pepe Mel
1. FSV Mainz 05,Bundesliga,74,74,74,74,30-06-2012,Thomas Tuchel
West Ham United,npower Champ.,74,74,74,74,30-06-2012,Sam Allardyce
Cruzeiro,Liga do Brasil,73,73,73,73,30-06-2012,Celso Roth
Real Sociedad de Fútbol S.A.D.,Liga BBVA,73,73,73,73,30-06-2012,Philippe Montanier
1. FC Nürnberg,Bundesliga,73,73,73,73,30-06-2012,Dieter Hecking
AS Saint-Etienne,Ligue 1,73,73,73,73,30-06-2012,Christophe Galtier
Boca Juniors,Resto del mundo,71,71,71,71,30-06-2012,Julio Falcioni
Real Club Deportivo Mallorca S.A.D.,Liga BBVA,70,70,70,70,30-06-2012,José Luis Oltra
Real Sporting de Gijón S.A.D.,Liga BBVA,76,76,76,76,30-06-2012,Javier Clemente
FC Sochaux-Montbéliard,Ligue 1,76,76,76,76,30-06-2012,Eric Hély
Real Zaragoza S.A.D.,Liga BBVA,76,76,76,76,30-06-2012,Manuel Jiménez
Valenciennes FC,Ligue 1,76,76,76,76,30-06-2012,Daniel Sánchez
AJ Auxerre,Ligue 1,72,72,72,72,30-06-2012,Jean-Guy Wallemme
Vitoria Guimaraes,Liga Portuguesa,72,72,72,72,30-06-2012,Pedro Martins
Granada Club de Fútbol,Liga BBVA,71,71,71,71,30-06-2012,Abel Resino
Birmingham City,npower Champ.,71,71,71,71,30-06-2012,Chris Hughton
Wigan Athletic,Barclays PL,71,71,71,71,30-06-2012,Roberto Martínez
1. FC Kaiserslautern,Bundesliga,71,71,71,71,30-06-2012,Krasimir Balakov
FC Lorient Bretagne Sud,Ligue 1,66,66,66,66,30-06-2012,Christian Gourcuff
Siena,Serie A,74,74,74,74,30-06-2012,Serse Cosmi
Norwich City,Barclays PL,74,74,74,74,30-06-2012,Paul Lambert
AZ Alkmaar,Eredivisie,72,72,72,72,30-06-2012,Gertjan Verbeek
Tigres U.A.N.L.,Primera Div Mex,72,72,72,72,30-06-2012,Rodolfo Arruabarrena
Lecce,Serie A,72,72,72,72,30-06-2012,Serse Cosmi
Rayo Vallecano de Madrid S.A.D.,Liga BBVA,72,72,72,72,30-06-2012,José Ramón Sandoval
F. Torino,Serie B,72,72,72,72,30-06-2012,Gian Piero Ventura
Real Racing Club S.A.D.,Liga BBVA,71,71,71,71,30-06-2012,Luis Zubeldía
Coritiba,Liga do Brasil,70,70,70,70,30-06-2012,Marcelo Oliveira
Real Club Deportivo de La Coruña S.A.D.,Liga Adelante,70,70,70,70,30-06-2012,José Luis Oltra
Rangers,SPL,70,70,70,70,30-06-2012,Mark Hughes
Vitesse,Eredivisie,70,70,70,70,30-06-2012,John van den Brom
Bahia,Liga do Brasil,70,70,70,70,30-06-2012,Walter Perazzo
Stade Brestois 29,Ligue 1,68,68,68,68,30-06-2012,Corentin Martins
América,Primera Div Mex,74,74,74,74,30-06-2012,Eduardo Lara
Novara,Serie A,74,74,74,74,30-06-2012,Attilio Tesser
Racing Club,Resto del mundo,73,73,73,73,30-06-2012,Luis Zubeldía
Stade Malherbe Caen,Ligue 1,73,73,73,73,30-06-2012,Franck Dumas
Leicester City,npower Champ.,73,73,73,73,30-06-2012,Nigel Pearson
Sampdoria,Serie B,72,72,72,72,30-06-2012,Giuseppe Iachini
Southa.,npower Champ.,71,71,71,71,30-06-2012,Nigel Adkins
Atlético Paranaense,Liga do Brasil,71,71,71,71,30-06-2012,Diego Simeone
FC Augsburgo,Bundesliga,71,71,71,71,30-06-2012,Jos Luhukay
AS Nancy Lorraine,Ligue 1,70,70,70,70,30-06-2012,Jean Fernández
Evian Thonon Gaillard FC,Ligue 1,69,69,69,69,30-06-2012,Pablo Correa
sc Heerenveen,Eredivisie,75,75,75,75,30-06-2012,Ron Jans
River Plate,Resto del mundo,74,74,74,74,30-06-2012,Matías Almeyda
Rio Ave FC,Liga Portuguesa,73,73,73,73,30-06-2012,Carlos Brito
Real Club Celta de Vigo S.A.D.,Liga Adelante,72,72,72,72,30-06-2012,Paco Herrera
Dijon FCO,Ligue 1,72,72,72,72,30-06-2012,Patrice Carteron
Leeds United,npower Champ.,71,71,71,71,30-06-2012,Neil Warnock
Blackpool,npower Champ.,71,71,71,71,30-06-2012,Ian Holloway
S.C. Olhanense,Liga Portuguesa,70,70,70,70,30-06-2012,Sérgio Conceição
Feyenoord,Eredivisie,69,69,69,69,30-06-2012,Ronald Koeman
CD Nacional,Liga Portuguesa,69,69,69,69,30-06-2012,Pedro Caixinha
AC Ajaccio,Ligue 1,69,69,69,69,30-06-2012,Olivier Pantaloni
Vitória Setúbal,Liga Portuguesa,66,66,66,66,30-06-2012,José Mota
AS Monaco FC,Ligue 2,65,65,65,65,30-06-2012,Claudio Ranieri
Derby C.,npower Champ.,64,64,64,64,30-06-2012,Nigel Clough
Cardiff City,npower Champ.,73,73,73,73,30-06-2012,Malky Mackay
Real Valladolid Club de Fútbol S.A.D.,Liga Adelante,72,72,72,72,30-06-2012,Miroslav Đukić
Crystal Palace,npower Champ.,71,71,71,71,30-06-2012,Dougie Freedman
Roda JC,Eredivisie,71,71,71,71,30-06-2012,Harm van Veldhoven
Middlesbrough,npower Champ.,71,71,71,71,30-06-2012,Tony Mowbray
SpVgg Greuther Fürth,2. Bundesliga,70,70,70,70,30-06-2012,Mike Büskens
Burnley,npower Champ.,70,70,70,70,30-06-2012,Eddie Howe
Elche Club de Fútbol S.A.D.,Liga Adelante,70,70,70,70,30-06-2012,César Ferrando
Reading,npower Champ.,69,69,69,69,30-06-2012,Brian McDermott
VfL Bochum,2. Bundesliga,69,69,69,69,30-06-2012,Andreas Bergmann
Fortuna Düsseldorf,2. Bundesliga,68,68,68,68,30-06-2012,Norbert Meier
FC St. Pauli,2. Bundesliga,68,68,68,68,30-06-2012,André Schubert
Portsmouth,npower Champ.,67,67,67,67,30-06-2012,Michael Appleton
SC Beira Mar,Liga Portuguesa,67,67,67,67,30-06-2012,Ulisses Morais
Nottingham Forest,npower Champ.,65,65,65,65,30-06-2012,Steve Cotterill
Heracles Almelo,Eredivisie,69,69,69,69,30-06-2012,Peter Bosz
Padova,Serie B,69,69,69,69,30-06-2012,Alessandro Dal Canto
Ipswich Town,npower Champ.,69,69,69,69,30-06-2012,Paul Jewell
Brighton & Hove Albion,npower Champ.,69,69,69,69,30-06-2012,Gustavo Poyet
Dynamo Dresden,2. Bundesliga,69,69,69,69,30-06-2012,Ralf Loose
Sporting Lokeren OV,Pro League,68,68,68,68,30-06-2012,Javier Clemente
Energie Cottbus,2. Bundesliga,68,68,68,68,30-06-2012,Rudi Bommer
Brescia,Serie B,68,68,68,68,30-06-2012,Gigi Maifredi
FC Utrecht,Eredivisie,68,68,68,68,30-06-2012,Jan Wouters
Bristol City,npower Champ.,68,68,68,68,30-06-2012,Derek McInnes
ADO Den Haag,Eredivisie,67,67,67,67,30-06-2012,Maurice Steijn
N.E.C.,Eredivisie,67,67,67,67,30-06-2012,Alex Pastoor
NAC Breda,Eredivisie,67,67,67,67,30-06-2012,John Karelse
Bari,Serie B,66,66,66,66,30-06-2012,Vincenzo Torrente
Pescara,Serie B,73,73,73,73,30-06-2012,Zdeněk Zeman
MSV Duisburg,2. Bundesliga,70,70,70,70,30-06-2012,Oliver Reck
Vicenza,Serie B,69,69,69,69,30-06-2012,Luigi Cagni
Fútbol Club Barcelona “B”,Liga Adelante,68,68,68,68,30-06-2012,Pep Guardiola
Xerez Club Deportivo S.A.D.,Liga Adelante,68,68,68,68,30-06-2012,José Luis Oltra
Millwall,npower Champ.,68,68,68,68,30-06-2012,Kenny Jackett
Sassuolo,Serie B,68,68,68,68,30-06-2012,Fulvio Pea
Varese,Serie B,67,67,67,67,30-06-2012,Fabrizio Castori
Alemannia Aachen,2. Bundesliga,67,67,67,67,30-06-2012,Ralf Aussem
Le Havre Athletic Club,Ligue 2,67,67,67,67,30-06-2012,Marcelo Bielsa
FC Nantes,Ligue 2,66,66,66,66,30-06-2012,Landry Chauvin
Córdoba Club de Fútbol S.A.D.,Liga Adelante,65,65,65,65,30-06-2012,Paco Jémez
Club Deportivo Numancia de Soria S.A.D.,Liga Adelante,65,65,65,65,30-06-2012,Pablo Machín
Karlsruher SC,2. Bundesliga,65,65,65,65,30-06-2012,Markus Kauczinski
Watford,npower Champ.,63,63,63,63,30-06-2012,Sean Dyche
Club Deportivo Chivas USA,MLS,68,68,68,68,30-06-2012,José Luis Oltra
RKC Waalwijk,Eredivisie,67,67,67,67,30-06-2012,Ruud Brood
Livorno,Serie B,67,67,67,67,30-06-2012,Armando Madonna
C.E. Sabadell F.C.,Liga Adelante,67,67,67,67,30-06-2012,Carreras
Charlton Athletic,npower League 1,67,67,67,67,30-06-2012,Chris Powell
Stade de Reims,Ligue 2,67,67,67,67,30-06-2012,Hubert Fournier
VVV-Venlo,Eredivisie,66,66,66,66,30-06-2012,Ton Lokhoff
Sporting Kansas City,MLS,66,66,66,66,30-06-2012,Javier Clemente
SC Paderborn 07,2. Bundesliga,66,66,66,66,30-06-2012,Roger Schmidt
De Graafschap,Eredivisie,66,66,66,66,30-06-2012,Richard Roelofsen
Unión Deportiva Las Palmas S.A.D.,Liga Adelante,65,65,65,65,30-06-2012,Juan Rodríguez
1. FC Union Berlin,2. Bundesliga,65,65,65,65,30-06-2012,Uwe Neuhaus
Barnsley,npower Champ.,65,65,65,65,30-06-2012,Keith Hill
FC Ingolstadt 04,2. Bundesliga,65,65,65,65,30-06-2012,Tomas Oral
Coventry City,npower Champ.,65,65,65,65,30-06-2012,Andy Thorn
Real Murcia C.F.,Liga Adelante,64,64,64,64,30-06-2012,Iñaki Alonso
Racing Club de Lens,Ligue 2,62,62,62,62,30-06-2012,Luis Zubeldía
Eintracht Braunschweig,2. Bundesliga,62,62,62,62,30-06-2012,Torsten Lieberknecht
Gimnàstic de Tarragona S.A.D.,Liga Adelante,69,69,69,69,30-06-2012,Roberto D'Alessandro
Angers SCO,Ligue 2,66,66,66,66,30-06-2012,Stéphane Moulin
Clermont Foot Auvergne 63,Ligue 2,65,65,65,65,30-06-2012,Michel Der Zakarian
Sporting Club Bastia,Ligue 2,65,65,65,65,30-06-2012,Frédéric Hantz
CS Sedan Ardennes,Ligue 2,65,65,65,65,30-06-2012,Laurent Guyot
Sheffield Wednesday,npower League 1,65,65,65,65,30-06-2012,Dave Jones
Girona Fútbol Club S.A.D.,Liga Adelante,65,65,65,65,30-06-2012,Javier Salamero
Sociedad Deportiva Huesca S.A.D.,Liga Adelante,64,64,64,64,30-06-2012,Quique Hernández
Estudiantes Tecos,Primera Div Mex,64,64,64,64,30-06-2012,Martín Zuccarelli
SBV Excelsior,Eredivisie,64,64,64,64,30-06-2012,John Lammers
R.C. Recreativo,Liga Adelante,64,64,64,64,30-06-2012,Juanma Rodríguez
ES Troyes AC,Ligue 2,63,63,63,63,30-06-2012,Jean-Marc Furlan
En Avant de Guingamp,Ligue 2,63,63,63,63,30-06-2012,Jocelyn Gourvennec
AC Arles Avignon,Ligue 2,61,61,61,61,30-06-2012,Thierry Laurey
Lillestrøm SK,Tippeligaen,71,71,71,71,30-06-2012,Rudi García
Tours FC,Ligue 2,68,68,68,68,30-06-2012,Peter Zeidler
Club Deportivo Guadalajara,Liga Adelante,66,66,66,66,30-06-2012,José Luis Oltra
Modena,Serie B,66,66,66,66,30-06-2012,Cristiano Bergodi
Empoli,Serie B,66,66,66,66,30-06-2012,Alfredo Aglietti
Hellas Verona,Serie B,64,64,64,64,30-06-2012,Andrea Mandorlini
FC Metz,Ligue 2,63,63,63,63,30-06-2012,Dominique Bijotat
US Boulogne Cote D'Opale,Ligue 2,63,63,63,63,30-06-2012,Pascal Plancque
Hansa Rostock,2. Bundesliga,63,63,63,63,30-06-2012,Wolfgang Wolf
Preston North End,npower League 1,60,60,60,60,30-06-2012,Graham Westley
Villarreal Club de Fútbol “B” S.A.D.,Liga Adelante,56,56,56,56,30-06-2012,Lotina
Stade Lavallois Mayenne FC,Ligue 2,66,66,66,66,30-06-2012,Philippe Hinschberger
Dunfermline Athletic,SPL,64,64,64,64,30-06-2012,Marcelo Bielsa
Carlisle United,npower League 1,64,64,64,64,30-06-2012,Greg Abbott
Leyton Orient,npower League 1,64,64,64,64,30-06-2012,Russell Slade
Club Deportivo Alcoyano,Liga Adelante,63,63,63,63,30-06-2012,José Luis Oltra
Brentford,npower League 1,63,63,63,63,30-06-2012,Uwe Rösler
AFC Bournemouth,npower League 1,63,63,63,63,30-06-2012,Paul Groves
FC Istres Ouest Provence,Ligue 2,60,60,60,60,30-06-2012,José Pasqualetti
Crotone,Serie B,64,64,64,64,30-06-2012,Massimo Drago
Oldham Athletic,npower League 1,63,63,63,63,30-06-2012,Paul Dickov
Ascoli,Serie B,63,63,63,63,30-06-2012,Massimo Silva
Newcastle United Jets FC,A-League,62,62,62,62,30-06-2012,Alan Pardew
Notts County,npower League 1,62,62,62,62,30-06-2012,Keith Curle
Amiens SC Football,Ligue 2,61,61,61,61,30-06-2012,Ludovic Batelli
Northampton Town,npower League 2,61,61,61,61,30-06-2012,Aidy Boothroyd
Swindon Town,npower League 2,60,60,60,60,30-06-2012,Paolo Di Canio
Bury,npower League 1,59,59,59,59,30-06-2012,Richie Barker
Bradford City,npower League 2,58,58,58,58,30-06-2012,Phil Parkinson
Oxford United FC,npower League 2,59,59,59,59,30-06-2012,Chris Wilder
St. Patrick's Athletic,Airtricity League,57,57,57,57,30-06-2012,Marcelo Bielsa
FC Barcelona,Liga BBVA,86,86,86,86,30-06-2013,Vilanova
Real Madrid Club de Fútbol,Liga BBVA,84,84,84,84,30-06-2013,José Mourinho
FC Bayern Munich,Bundesliga,83,83,83,83,30-06-2013,Jupp Heynckes
Manchester United,Barclays PL,86,86,86,86,30-06-2013,Alex Ferguson
Manchester City,Barclays PL,85,85,85,85,30-06-2013,Brian Kidd
Juventus,Serie A,81,81,81,81,30-06-2013,Antonio Conte
Chelsea,Barclays PL,82,82,82,82,30-06-2013,Rafa Benítez
Club Atlético de Madrid SAD,Liga BBVA,83,83,83,83,30-06-2013,Diego Simeone
Tottenham Hotspur,Barclays PL,82,82,82,82,30-06-2013,André Villas-Boas
Paris Saint-Germain,Ligue 1,81,81,81,81,30-06-2013,Carlo Ancelotti
Borussia Dortmund,Bundesliga,80,80,80,80,30-06-2013,Jürgen Klopp
Milan,Serie A,80,80,80,80,30-06-2013,Massimiliano Allegri
Arsenal,Barclays PL,80,80,80,80,30-06-2013,Gustavo Alfaro
Inter,Serie A,79,79,79,79,30-06-2013,Dunga
Lazio,Serie A,81,81,81,81,30-06-2013,Vladimir Petković
Valencia Club de Fútbol SAD,Liga BBVA,80,80,80,80,30-06-2013,Miroslav Đukić
Liverpool,Barclays PL,76,76,76,76,30-06-2013,Brendan Rodgers
Schalke 04,Bundesliga,83,83,83,83,30-06-2013,Jens Keller
SL Benfica,Liga Portuguesa,79,79,79,79,30-06-2013,Jorge Jesus
FC Oporto,Liga Portuguesa,78,78,78,78,30-06-2013,Vítor Pereira
ACF Fiorentina,Serie A,76,76,76,76,30-06-2013,Vincenzo Montella
Newcastle United,Barclays PL,81,81,81,81,30-06-2013,Alan Pardew
Roma,Serie A,80,80,80,80,30-06-2013,Aurelio Andreazzoli
Bayer Leverkusen,Bundesliga,79,79,79,79,30-06-2013,Sascha Lewandowski
Fulham,Barclays PL,78,78,78,78,30-06-2013,Martin Jol
Olympique Lyonnais,Ligue 1,78,78,78,78,30-06-2013,Rémi Garde
Sevilla Fútbol Club SAD,Liga BBVA,78,78,78,78,30-06-2013,Unai Emery
Real Sociedad de Fútbol SAD,Liga BBVA,77,77,77,77,30-06-2013,Philippe Montanier
LOSC Lille,Ligue 1,76,76,76,76,30-06-2013,Rudi García
Udinese,Serie A,76,76,76,76,30-06-2013,Francesco Guidolin
Atlético Mineiro,Liga do Brasil,75,75,75,75,30-06-2013,Cuca
Everton,Barclays PL,74,74,74,74,30-06-2013,David Moyes
VfB Stuttgart,Bundesliga,78,78,78,78,30-06-2013,Bruno Labbadia
Catania,Serie A,78,78,78,78,30-06-2013,Rolando Maran
Hannover 96,Bundesliga,78,78,78,78,30-06-2013,Mirko Slomka
Corinthians,Liga do Brasil,77,77,77,77,30-06-2013,Tite
Queens Park Rangers,Barclays PL,77,77,77,77,30-06-2013,Harry Redknapp
Cagliari,Serie A,76,76,76,76,30-06-2013,Ivo Pulga
AS Saint-Etienne,Ligue 1,76,76,76,76,30-06-2013,Christophe Galtier
Atalanta,Serie A,76,76,76,76,30-06-2013,Stefano Colantuono
Real Betis Balompié SAD,Liga BBVA,75,75,75,75,30-06-2013,Pepe Mel
Sporting CP,Liga Portuguesa,75,75,75,75,30-06-2013,Leonardo Jardim
Sunderland,Barclays PL,75,75,75,75,30-06-2013,Paolo Di Canio
Ajax,Eredivisie,74,74,74,74,30-06-2013,Frank de Boer
Getafe Club de Fútbol SAD,Liga BBVA,74,74,74,74,30-06-2013,Luis García
Stoke City,Barclays PL,74,74,74,74,30-06-2013,Tony Pulis
Grêmio,Liga do Brasil,77,77,77,77,30-06-2013,Vanderlei Luxemburgo
PSV,Eredivisie,77,77,77,77,30-06-2013,Dick Advocaat
São Paulo,Liga do Brasil,77,77,77,77,30-06-2013,Ney Franco
Chievo Verona,Serie A,77,77,77,77,30-06-2013,Eugenio Corini
Palermo,Serie A,76,76,76,76,30-06-2013,Giuseppe Sannino
Cruzeiro,Liga do Brasil,75,75,75,75,30-06-2013,Marcelo Oliveira
West Ham United,Barclays PL,75,75,75,75,30-06-2013,Sam Allardyce
RCD Espanyol de Barcelona SAD,Liga BBVA,75,75,75,75,30-06-2013,Javier Aguirre
Parma,Serie A,75,75,75,75,30-06-2013,Roberto Donadoni
1899 Hoffenheim,Bundesliga,74,74,74,74,30-06-2013,Markus Gisdol
West Bromwich Albion,Barclays PL,74,74,74,74,30-06-2013,Steve Clarke
Swansea City,Barclays PL,74,74,74,74,30-06-2013,Michael Laudrup
Wigan Athletic,Barclays PL,74,74,74,74,30-06-2013,Roberto Martínez
Torino,Serie A,73,73,73,73,30-06-2013,Gian Piero Ventura
Montpellier Hérault Sport Club,Ligue 1,73,73,73,73,30-06-2013,René Girard
Levante Unión Deportiva SAD,Liga BBVA,72,72,72,72,30-06-2013,Juan Martínez
Botafogo,Liga do Brasil,71,71,71,71,30-06-2013,Oswaldo de Oliveira
Rayo Vallecano de Madrid SAD,Liga BBVA,74,74,74,74,30-06-2013,Paco Jémez
1. FSV Mainz 05,Bundesliga,74,74,74,74,30-06-2013,Thomas Tuchel
Southampton,MLS,73,73,73,73,30-06-2013,Mauricio Pochettino
Toulouse FC,Ligue 1,73,73,73,73,30-06-2013,Alain Casanova
Granada Club de Fútbol SAD,Liga BBVA,73,73,73,73,30-06-2013,Lucas Alcaraz
Sampdoria,Serie A,73,73,73,73,30-06-2013,Delio Rossi
Real Club Deportivo de La Coruña SAD,Liga BBVA,73,73,73,73,30-06-2013,Fernando Vázquez
FC Twente,Eredivisie,73,73,73,73,30-06-2013,Michel Jansen
Boca Juniors,Resto del mundo,73,73,73,73,30-06-2013,Carlos Bianchi
Fluminense,Liga do Brasil,73,73,73,73,30-06-2013,Abel Braga
Norwich City,Barclays PL,72,72,72,72,30-06-2013,Chris Hughton
Flamengo,Liga do Brasil,72,72,72,72,30-06-2013,Mano Menezes
Real Zaragoza SAD,Liga BBVA,76,76,76,76,30-06-2013,Manuel Jiménez
Hertha BSC Berlin,Bundesliga 2,73,73,73,73,30-06-2013,Jos Luhukay
FC Lorient Bretagne Sud,Ligue 1,73,73,73,73,30-06-2013,Christian Gourcuff
Real Club Deportivo Mallorca SAD,Liga BBVA,72,72,72,72,30-06-2013,Fernando Vázquez
Feyenoord,Eredivisie,72,72,72,72,30-06-2013,Ronald Koeman
Pescara,Serie A,72,72,72,72,30-06-2013,Cristian Bucchi
Real Club Celta de Vigo SAD,Liga BBVA,71,71,71,71,30-06-2013,Abel Resino
River Plate,Resto del mundo,71,71,71,71,30-06-2013,Ramón Díaz
Vasco da Gama,Liga do Brasil,70,70,70,70,30-06-2013,Paulo Autuori
Club Atlético Osasuna,Liga BBVA,70,70,70,70,30-06-2013,Diego Simeone
Coritiba,Liga do Brasil,66,66,66,66,30-06-2013,Marquinhos Santos
Evian Thonon Gaillard FC,Ligue 1,74,74,74,74,30-06-2013,Pascal Dupraz
Valenciennes FC,Ligue 1,72,72,72,72,30-06-2013,Daniel Sánchez
Tigres U.A.N.L.,Liga MX,72,72,72,72,30-06-2013,Néstor Gorosito
AS Monaco FC,Ligue 2,72,72,72,72,30-06-2013,Claudio Ranieri
FC Augsburgo,Bundesliga,72,72,72,72,30-06-2013,Markus Weinzierl
Reading,Barclays PL,72,72,72,72,30-06-2013,Nigel Adkins
Siena,Serie A,71,71,71,71,30-06-2013,Giuseppe Iachini
FC Sochaux-Montbéliard,Ligue 1,71,71,71,71,30-06-2013,Eric Hély
AZ,Eredivisie,70,70,70,70,30-06-2013,Vladimir Petković
Elche Club de Fútbol SAD,Liga Adelante,69,69,69,69,30-06-2013,Fran Escribá
Cardiff City,npower Champ.,72,72,72,72,30-06-2013,Malky Mackay
SpVgg Greuther Fürth,Bundesliga,72,72,72,72,30-06-2013,Frank Kramer
1. FC Kaiserslautern,Bundesliga 2,72,72,72,72,30-06-2013,Franco Foda
Wolverhampton Wanderers,npower Champ.,71,71,71,71,30-06-2013,Kenny Jackett
Sporting Club Bastia,Ligue 1,71,71,71,71,30-06-2013,Frédéric Hantz
Bahia,Liga do Brasil,71,71,71,71,30-06-2013,Walter Perazzo
Blackburn,npower Champ.,70,70,70,70,30-06-2013,Gary Bowyer
Portuguesa,Liga do Brasil,69,69,69,69,30-06-2013,Edson Pimenta
Bolton Wanderers,npower Champ.,69,69,69,69,30-06-2013,Dougie Freedman
Racing Club,Resto del mundo,69,69,69,69,30-06-2013,Luis Zubeldía
Brighton & Hove Albion,npower Champ.,69,69,69,69,30-06-2013,Gustavo Poyet
Stade de Reims,Ligue 1,68,68,68,68,30-06-2013,Hubert Fournier
sc Heerenveen,Eredivisie,71,71,71,71,30-06-2013,Marco van Basten
Nottingham Forest,npower Champ.,70,70,70,70,30-06-2013,Billy Davies
Crystal Palace,npower Champ.,70,70,70,70,30-06-2013,Ian Holloway
Birmingham City,npower Champ.,70,70,70,70,30-06-2013,Lee Clark
FC Utrecht,Eredivisie,69,69,69,69,30-06-2013,Jan Wouters
Derby County,npower Champ.,69,69,69,69,30-06-2013,Nigel Clough
Hull City,npower Champ.,68,68,68,68,30-06-2013,Steve Bruce
Rio Ave FC,Liga Portuguesa,68,68,68,68,30-06-2013,Nuno Espírito Santo
Real Sporting de Gijón SAD,Liga Adelante,67,67,67,67,30-06-2013,José Ramón Sandoval
Unión Deportiva Almería SAD,Liga Adelante,74,74,74,74,30-06-2013,Gracia
Eintracht Braunschweig,Bundesliga 2,72,72,72,72,30-06-2013,Torsten Lieberknecht
